# This file is generated by MACS version 2.1.2
# Command line: callpeak -t CHNM36.bam.sorted.bam -c CHNM35.bam.sorted.bam -f BAM -n RUNX1ChIP_MCF10AOEq0.05 -g hs -B -q 0.05
# ARGUMENTS LIST:
# name = RUNX1ChIP_MCF10AOEq0.05
# format = BAM
# ChIP-seq file = ['CHNM36.bam.sorted.bam']
# control file = ['CHNM35.bam.sorted.bam']
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# The maximum gap between significant sites is assigned as the read length/tag size.
# The minimum length of peaks is assigned as the predicted fragment length "d".
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 54 bps
# total tags in treatment: 89501295
# tags after filtering in treatment: 80338845
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.10
# total tags in control: 94686274
# tags after filtering in control: 87410774
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.08
# d = 74
# alternative fragment length(s) may be 74 bps
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr10	29659394	29659488	95	29659452	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_1660
chr10	29804546	29804765	220	29804646	19.00	10.62822	5.27908	6.82109	RUNX1ChIP_MCF10AOEq0.05_peak_1661
chr10	29951801	29951898	98	29951832	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_1662
chr10	29955473	29955664	192	29955506	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_1663
chr10	29956485	29956754	270	29956612	25.00	18.61243	8.12023	14.20591	RUNX1ChIP_MCF10AOEq0.05_peak_1664
chr10	29996824	29996930	107	29996887	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_1665
chr10	30152032	30152115	84	30152111	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_1666
chr10	30207522	30207710	189	30207592	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_1667
chr10	30387732	30388006	275	30387908	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1668
chr10	30697958	30698038	81	30697984	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_1669
chr10	30813960	30814051	92	30813999	19.00	11.83480	5.91636	7.92550	RUNX1ChIP_MCF10AOEq0.05_peak_1670
chr10	31034691	31034856	166	31034733	21.00	14.25679	6.78085	10.18618	RUNX1ChIP_MCF10AOEq0.05_peak_1671
chr10	31071675	31071838	164	31071743	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1672
chr10	31116473	31116567	95	31116523	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1673
chr10	31142178	31142372	195	31142250	29.00	23.06420	9.36950	18.38708	RUNX1ChIP_MCF10AOEq0.05_peak_1674
chr10	31318946	31319042	97	31318990	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1675
chr10	31554675	31554819	145	31554752	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1676
chr10	31587083	31587283	201	31587149	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_1677
chr10	31647950	31648208	259	31648016	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1678
chr10	31963490	31963690	201	31963548	22.00	13.42617	6.12144	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_1679
chr10	31991446	31991558	113	31991501	23.00	14.36812	6.38759	10.28034	RUNX1ChIP_MCF10AOEq0.05_peak_1680
chr10	32030051	32030185	135	32030129	24.00	17.05284	7.54730	12.76805	RUNX1ChIP_MCF10AOEq0.05_peak_1681
chr10	32650362	32650612	251	32650490	34.00	24.61472	8.76627	19.86590	RUNX1ChIP_MCF10AOEq0.05_peak_1682
chr10	32651742	32651935	194	32651806	19.00	12.38467	6.21654	8.45987	RUNX1ChIP_MCF10AOEq0.05_peak_1683
chr10	32692248	32692374	127	32692354	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1684
chr10	32954229	32954330	102	32954285	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_1685
chr10	33010277	33010600	324	33010441	33.00	20.79446	7.27058	16.25958	RUNX1ChIP_MCF10AOEq0.05_peak_1686
chr10	33136480	33136568	89	33136537	16.00	9.53896	5.26181	5.85268	RUNX1ChIP_MCF10AOEq0.05_peak_1687
chr10	33145521	33145877	357	33145686	20.00	11.59792	5.58914	7.70115	RUNX1ChIP_MCF10AOEq0.05_peak_1688
chr10	33238076	33238191	116	33238181	12.00	5.59211	3.69688	2.31481	RUNX1ChIP_MCF10AOEq0.05_peak_1689
chr10	33248697	33248926	230	33248797	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1690
chr10	33335971	33336191	221	33336037	24.00	15.32761	6.65374	11.16594	RUNX1ChIP_MCF10AOEq0.05_peak_1691
chr10	33421845	33421919	75	33421864	17.00	5.76199	3.21688	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_1692
chr10	33584659	33584735	77	33584713	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_1693
chr10	33596560	33596636	77	33596569	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_1694
chr10	33664172	33664295	124	33664276	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1695
chr10	34254733	34254878	146	34254830	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_1696
chr10	34494011	34494167	157	34494072	19.00	10.71327	5.32299	6.89188	RUNX1ChIP_MCF10AOEq0.05_peak_1697
chr10	34528257	34528508	252	34528401	23.00	11.75065	5.13217	7.84452	RUNX1ChIP_MCF10AOEq0.05_peak_1698
chr10	34705681	34705853	173	34705788	19.00	8.59162	4.27681	4.99156	RUNX1ChIP_MCF10AOEq0.05_peak_1699
chr10	34721297	34721432	136	34721413	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_1700
chr10	34938393	34938555	163	34938497	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1701
chr10	34955534	34955765	232	34955604	26.00	14.30646	5.77369	10.23009	RUNX1ChIP_MCF10AOEq0.05_peak_1702
chr10	34996967	34997181	215	34997079	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_1703
chr10	35041640	35041858	219	35041699	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1704
chr10	35268456	35268534	79	35268471	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1705
chr10	36534714	36534828	115	36534804	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1706
chr10	36655584	36655671	88	36655656	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_1707
chr10	41373012	41373118	107	41373043	16.00	7.82198	4.33169	4.30714	RUNX1ChIP_MCF10AOEq0.05_peak_1708
chr10	43129459	43129532	74	43129487	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_1709
chr10	44998379	44998681	303	44998563	36.00	31.38576	11.55571	26.26952	RUNX1ChIP_MCF10AOEq0.05_peak_1710
chr10	45723435	45723508	74	45723500	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1711
chr10	45803194	45803453	260	45803296	39.00	35.13223	12.49266	29.84762	RUNX1ChIP_MCF10AOEq0.05_peak_1712
chr10	45803603	45803975	373	45803796	68.00	75.52294	21.54984	69.21781	RUNX1ChIP_MCF10AOEq0.05_peak_1713
chr10	45914946	45915072	127	45914985	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1714
chr10	46021095	46021284	190	46021173	29.00	17.00309	6.41522	12.72253	RUNX1ChIP_MCF10AOEq0.05_peak_1715
chr10	46375489	46375700	212	46375653	21.00	10.13314	4.70449	6.37735	RUNX1ChIP_MCF10AOEq0.05_peak_1716
chr10	46378030	46378368	339	46378213	41.00	32.81271	10.70183	27.63301	RUNX1ChIP_MCF10AOEq0.05_peak_1717
chr10	46396791	46396931	141	46396861	22.00	11.26202	5.06979	7.42181	RUNX1ChIP_MCF10AOEq0.05_peak_1718
chr10	46521145	46521221	77	46521181	23.00	9.80517	4.28918	6.07545	RUNX1ChIP_MCF10AOEq0.05_peak_1719
chr10	46525946	46526145	200	46526068	20.00	7.04458	3.48087	3.57936	RUNX1ChIP_MCF10AOEq0.05_peak_1720
chr10	46572657	46572938	282	46572709	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_1721
chr10	46591097	46591321	225	46591131	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1722
chr10	46635441	46635534	94	46635452	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_1723
chr10	46734000	46734510	511	46734362	66.00	65.91462	17.68493	59.72328	RUNX1ChIP_MCF10AOEq0.05_peak_1724
chr10	47077097	47077291	195	47077244	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1725
chr10	47164233	47164366	134	47164265	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_1726
chr10	47179239	47179590	352	47179428	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1727
chr10	47239387	47239539	153	47239435	27.00	8.29138	3.35218	4.70722	RUNX1ChIP_MCF10AOEq0.05_peak_1728
chr10	47415780	47417905	2126	47416756	59.00	62.29287	18.73899	56.15280	RUNX1ChIP_MCF10AOEq0.05_peak_1729
chr10	47421422	47421495	74	47421493	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_1730
chr10	47426217	47426366	150	47426269	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_1731
chr10	47462825	47463106	282	47462987	23.00	8.28442	3.68405	4.70045	RUNX1ChIP_MCF10AOEq0.05_peak_1732
chr10	47481391	47481741	351	47481590	50.00	38.91903	10.90587	33.50339	RUNX1ChIP_MCF10AOEq0.05_peak_1733
chr10	47484085	47484373	289	47484167	20.00	7.69469	3.75303	4.18619	RUNX1ChIP_MCF10AOEq0.05_peak_1734
chr10	47605956	47606392	437	47606049	65.00	71.05326	20.61289	64.78670	RUNX1ChIP_MCF10AOEq0.05_peak_1735
chr10	47705996	47706228	233	47706164	19.00	12.28993	6.16441	8.36747	RUNX1ChIP_MCF10AOEq0.05_peak_1736
chr10	47750501	47750726	226	47750698	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_1737
chr10	47768896	47769137	242	47768959	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_1738
chr10	47769640	47769825	186	47769756	26.00	17.29660	7.18604	12.99661	RUNX1ChIP_MCF10AOEq0.05_peak_1739
chr10	47988114	47988421	308	47988288	22.00	6.47871	3.09403	3.09097	RUNX1ChIP_MCF10AOEq0.05_peak_1740
chr10	47989240	47989365	126	47989292	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_1741
chr10	47991904	47991986	83	47991947	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_1742
chr10	47992047	47992178	132	47992085	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_1743
chr10	48254096	48254259	164	48254218	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_1744
chr10	48468104	48468458	355	48468279	32.00	23.56362	8.78293	18.86770	RUNX1ChIP_MCF10AOEq0.05_peak_1745
chr10	48634347	48634489	143	48634378	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_1746
chr10	49308088	49308374	287	49308306	33.00	26.66700	10.05781	21.80094	RUNX1ChIP_MCF10AOEq0.05_peak_1747
chr10	49309934	49310045	112	49309956	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_1748
chr10	49568411	49568492	82	49568458	14.00	7.59262	4.52838	4.09036	RUNX1ChIP_MCF10AOEq0.05_peak_1749
chr10	49655216	49655355	140	49655329	20.00	9.35247	4.49065	5.67275	RUNX1ChIP_MCF10AOEq0.05_peak_1750
chr10	49884040	49884196	157	49884141	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1751
chr10	50033531	50033740	210	50033661	30.00	15.31160	5.54019	11.16045	RUNX1ChIP_MCF10AOEq0.05_peak_1752
chr10	50034930	50035109	180	50035020	42.00	38.97502	13.42961	33.53342	RUNX1ChIP_MCF10AOEq0.05_peak_1753
chr10	50035349	50035614	266	50035485	39.00	31.45966	10.64598	26.33452	RUNX1ChIP_MCF10AOEq0.05_peak_1754
chr10	50065059	50065211	153	50065127	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_1755
chr10	50143858	50143945	88	50143897	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_1756
chr10	50144250	50144353	104	50144283	34.00	28.94536	10.93108	23.95658	RUNX1ChIP_MCF10AOEq0.05_peak_1757
chr10	50145765	50145859	95	50145820	25.00	13.43812	5.55985	9.38842	RUNX1ChIP_MCF10AOEq0.05_peak_1758
chr10	50374935	50375180	246	50375060	21.00	11.63066	5.41793	7.73207	RUNX1ChIP_MCF10AOEq0.05_peak_1759
chr10	50400751	50401009	259	50400890	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1760
chr10	50407502	50407677	176	50407617	16.00	9.30690	5.13216	5.63374	RUNX1ChIP_MCF10AOEq0.05_peak_1761
chr10	52248035	52248232	198	52248138	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_1762
chr10	52635789	52635962	174	52635821	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_1763
chr10	52639798	52639945	148	52639892	24.00	10.54442	4.46789	6.73901	RUNX1ChIP_MCF10AOEq0.05_peak_1764
chr10	52755390	52755641	252	52755456	22.00	14.97281	6.92929	10.83829	RUNX1ChIP_MCF10AOEq0.05_peak_1765
chr10	52884131	52884255	125	52884198	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1766
chr10	53029934	53030142	209	53029985	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_1767
chr10	54284626	54284793	168	54284675	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_1768
chr10	55184143	55184250	108	55184206	10.00	4.70023	3.43548	1.53860	RUNX1ChIP_MCF10AOEq0.05_peak_1769
chr10	56319482	56319639	158	56319624	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_1770
chr10	57867384	57867482	99	57867420	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1771
chr10	58157618	58157742	125	58157645	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1772
chr10	58221228	58221331	104	58221249	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_1773
chr10	58435247	58435585	339	58435343	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_1774
chr10	58641286	58641456	171	58641395	19.00	10.71327	5.32299	6.89188	RUNX1ChIP_MCF10AOEq0.05_peak_1775
chr10	59010124	59010242	119	59010177	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1776
chr10	59028518	59028690	173	59028643	17.00	5.76199	3.21688	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_1777
chr10	59032400	59032519	120	59032422	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1778
chr10	59324749	59324938	190	59324810	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1779
chr10	59360780	59360898	119	59360886	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_1780
chr10	59509074	59509200	127	59509109	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1781
chr10	60383113	60383222	110	60383139	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_1782
chr10	61815696	61815810	115	61815727	12.00	5.23305	3.49413	2.01875	RUNX1ChIP_MCF10AOEq0.05_peak_1783
chr10	61903344	61903552	209	61903455	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_1784
chr10	61931993	61932083	91	61932044	21.00	8.37956	3.93175	4.79183	RUNX1ChIP_MCF10AOEq0.05_peak_1785
chr10	61943280	61943383	104	61943314	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_1786
chr10	61992834	61993008	175	61992859	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1787
chr10	62048214	62048411	198	62048344	17.00	9.26774	4.92812	5.59773	RUNX1ChIP_MCF10AOEq0.05_peak_1788
chr10	62584301	62584567	267	62584432	31.00	22.48444	8.51678	17.85036	RUNX1ChIP_MCF10AOEq0.05_peak_1789
chr10	62733096	62733208	113	62733135	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1790
chr10	62734058	62734184	127	62734090	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1791
chr10	62993220	62993332	113	62993273	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_1792
chr10	62995892	62996137	246	62995997	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1793
chr10	63114206	63114279	74	63114221	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_1794
chr10	63388559	63388679	121	63388597	21.00	12.40774	5.80699	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1795
chr10	63466022	63466152	131	63466083	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1796
chr10	63504320	63504437	118	63504366	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_1797
chr10	63554862	63555001	140	63554906	17.00	9.44303	5.02163	5.76101	RUNX1ChIP_MCF10AOEq0.05_peak_1798
chr10	65466834	65466981	148	65466930	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1799
chr10	66187267	66187385	119	66187347	16.00	8.76565	4.83438	5.12284	RUNX1ChIP_MCF10AOEq0.05_peak_1800
chr10	66747576	66747716	141	66747644	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_1801
chr10	67764438	67764571	134	67764480	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_1802
chr10	68543025	68543209	185	68543146	21.00	13.99968	6.64162	9.93671	RUNX1ChIP_MCF10AOEq0.05_peak_1803
chr10	68567091	68567215	125	68567124	26.00	12.07255	4.82533	8.15611	RUNX1ChIP_MCF10AOEq0.05_peak_1804
chr10	68988683	68988778	96	68988741	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1805
chr10	69061511	69061639	129	69061526	19.00	11.20438	5.57958	7.36479	RUNX1ChIP_MCF10AOEq0.05_peak_1806
chr10	69222845	69222970	126	69222904	23.00	9.80517	4.28918	6.07545	RUNX1ChIP_MCF10AOEq0.05_peak_1807
chr10	69349569	69349693	125	69349609	13.00	5.88422	3.72609	2.57094	RUNX1ChIP_MCF10AOEq0.05_peak_1808
chr10	69359288	69359386	99	69359315	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_1809
chr10	69425948	69426067	120	69426021	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_1810
chr10	69427268	69427464	197	69427317	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1811
chr10	69435266	69435399	134	69435349	15.00	8.72767	4.99435	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1812
chr10	69472765	69472871	107	69472812	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1813
chr10	69483954	69484350	397	69484148	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_1814
chr10	69703902	69704217	316	69704152	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_1815
chr10	69839847	69839936	90	69839882	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1816
chr10	70122853	70122992	140	70122907	15.00	8.09478	4.63974	4.52977	RUNX1ChIP_MCF10AOEq0.05_peak_1817
chr10	70405590	70405684	95	70405622	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_1818
chr10	70512399	70512569	171	70512530	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_1819
chr10	70537510	70537750	241	70537607	27.00	20.80799	8.74486	16.25958	RUNX1ChIP_MCF10AOEq0.05_peak_1820
chr10	70576073	70576533	461	70576153	27.00	20.80799	8.74486	16.25958	RUNX1ChIP_MCF10AOEq0.05_peak_1821
chr10	70578422	70578701	280	70578578	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_1822
chr10	70607892	70608172	281	70608040	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_1823
chr10	70656728	70656854	127	70656809	25.00	15.25189	6.40301	11.10547	RUNX1ChIP_MCF10AOEq0.05_peak_1824
chr10	70664713	70665005	293	70664860	28.00	16.08947	6.20138	11.87574	RUNX1ChIP_MCF10AOEq0.05_peak_1825
chr10	70727619	70727750	132	70727696	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1826
chr10	70785342	70785528	187	70785396	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1827
chr10	70866560	70866801	242	70866662	32.00	26.55374	10.30645	21.68969	RUNX1ChIP_MCF10AOEq0.05_peak_1828
chr10	71333272	71333489	218	71333418	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_1829
chr10	71349479	71349663	185	71349594	26.00	17.43866	7.25704	13.13412	RUNX1ChIP_MCF10AOEq0.05_peak_1830
chr10	71364893	71364993	101	71364926	19.00	12.43252	6.24293	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1831
chr10	71512909	71512993	85	71512941	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1832
chr10	71513275	71513486	212	71513399	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_1833
chr10	71742355	71742556	202	71742406	17.00	9.09758	4.83803	5.43222	RUNX1ChIP_MCF10AOEq0.05_peak_1834
chr10	71742660	71742860	201	71742809	18.00	9.76931	5.01513	6.04229	RUNX1ChIP_MCF10AOEq0.05_peak_1835
chr10	71775454	71775599	146	71775508	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_1836
chr10	71838471	71838553	83	71838530	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_1837
chr10	71868275	71868538	264	71868319	20.00	11.90807	5.74947	7.99764	RUNX1ChIP_MCF10AOEq0.05_peak_1838
chr10	71871371	71871469	99	71871413	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_1839
chr10	71933833	71933940	108	71933870	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_1840
chr10	72248808	72248991	184	72248919	25.00	18.61243	8.12023	14.20591	RUNX1ChIP_MCF10AOEq0.05_peak_1841
chr10	72256188	72256316	129	72256255	13.00	5.88422	3.72609	2.57094	RUNX1ChIP_MCF10AOEq0.05_peak_1842
chr10	72261192	72261266	75	72261242	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_1843
chr10	72291229	72291350	122	72291283	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_1844
chr10	72292126	72292216	91	72292173	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_1845
chr10	72292273	72292356	84	72292295	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_1846
chr10	72297294	72297522	229	72297362	23.00	14.36812	6.38759	10.28034	RUNX1ChIP_MCF10AOEq0.05_peak_1847
chr10	72310323	72310423	101	72310379	13.00	5.70888	3.63019	2.42826	RUNX1ChIP_MCF10AOEq0.05_peak_1848
chr10	72319989	72320232	244	72320198	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1849
chr10	72331859	72332241	383	72332057	32.00	26.55374	10.30645	21.68969	RUNX1ChIP_MCF10AOEq0.05_peak_1850
chr10	72334975	72335354	380	72335087	31.00	22.48444	8.51678	17.85036	RUNX1ChIP_MCF10AOEq0.05_peak_1851
chr10	72764318	72764539	222	72764467	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_1852
chr10	72980406	72980667	262	72980514	39.00	26.85075	8.55362	21.97822	RUNX1ChIP_MCF10AOEq0.05_peak_1853
chr10	73650661	73650760	100	73650746	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_1854
chr10	73894689	73894840	152	73894790	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_1855
chr10	73899512	73899671	160	73899618	18.00	10.90770	5.62054	7.08160	RUNX1ChIP_MCF10AOEq0.05_peak_1856
chr10	73953720	73954081	362	73953873	53.00	48.75246	14.37208	42.97355	RUNX1ChIP_MCF10AOEq0.05_peak_1857
chr10	73956672	73956786	115	73956743	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1858
chr10	73974497	73974596	100	73974546	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_1859
chr10	74058240	74058430	191	74058362	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_1860
chr10	74371815	74372014	200	74371876	18.00	7.85153	4.06297	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_1861
chr10	74707061	74707173	113	74707113	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_1862
chr10	74822780	74823017	238	74822948	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_1863
chr10	74988057	74988231	175	74988182	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_1864
chr10	75166410	75166754	345	75166480	31.00	16.15658	5.71890	11.94006	RUNX1ChIP_MCF10AOEq0.05_peak_1865
